,lat,lon,sz,names,len_cat
918,36.1451259,-5.3573289,2,Varyl Begg Estate (333),a
919,36.1447625,-5.3536711,2,Line Wall Road (691),a
920,36.1446775,-5.3537555,2,Line Wall Road (693),a
921,36.1443716,-5.3539847,2,Line Wall Road (695),a
922,36.1441106,-5.3540814,2,Line Wall Road (698),a
923,36.1448334,-5.3535545,2,Casemates Ramp (725),a
924,36.1445773,-5.3532148,2,Casemates Ramp (726),a
925,36.1445657,-5.3532231,2,Casemates Ramp (727),a
926,36.1445525,-5.3532264,2,Casemates Ramp (728),a
927,36.1445173,-5.3532061,2,Casemates Ramp (731),a
928,36.1445109,-5.3531915,2,Casemates Ramp (732),a
929,36.1445169,-5.353143,2,Casemates Ramp (735),a
930,36.1445682,-5.3531267,2,Casemates Ramp (739),a
931,36.1445884,-5.3531508,2,Casemates Ramp (741),a
932,36.1445925,-5.3531676,2,Casemates Ramp (742),a
933,36.1445919,-5.3531852,2,Casemates Ramp (743),a
934,36.1445773,-5.3532148,2,Casemates Ramp (745),a
935,36.1450512,-5.3586281,2,Europort Avenue (042),a
936,36.1451443,-5.3586656,2,Europort Avenue (043),a
937,36.1451224,-5.3587954,2,Europort Avenue (053),a
938,36.1450721,-5.3588148,2,Europort Avenue (054),a
939,36.1441192,-5.3582579,2,Europort Avenue (075),a
940,36.1442798,-5.3582847,2,Europort Avenue (077),a
941,36.1445859,-5.3583798,2,Europort Avenue (114),a
942,36.1446381,-5.3583711,2,Europort Avenue (115),a
943,36.1446875,-5.3584057,2,Europort Avenue (116),a
944,36.1441192,-5.3582579,2,Europort Avenue (119),a
945,36.1448519,-5.3587291,2,Europort Avenue (120),a
946,36.144783,-5.3585808,2,Europort Avenue (122),a
947,36.1446921,-5.358479,2,Europort Avenue (124),a
948,36.1446389,-5.3584434,2,Europort Avenue (125),a
949,36.1446875,-5.3584057,2,Europort Avenue (176),a
950,36.14471,-5.3584226,2,Europort Avenue (177),a
951,36.1448787,-5.3585503,2,Europort Avenue (178),a
952,36.1449534,-5.3585911,2,Europort Avenue (179),a
953,36.1443338,-5.3582997,2,Europort Avenue (180),a
954,36.1444583,-5.3583342,2,Europort Avenue (181),a
955,36.1445859,-5.3583798,2,Europort Avenue (182),a
956,36.1442541,-5.3526719,2,Crutchett's Ramp (870),a
957,36.1447419,-5.353114,2,Grands Casemates Square (666),a
958,36.1445839,-5.3530917,2,Grands Casemates Square (668),a
959,36.1444239,-5.3530934,2,Grands Casemates Square (669),a
960,36.1444188,-5.3530651,2,Grands Casemates Square (670),a
961,36.1444146,-5.3530422,2,Grands Casemates Square (671),a
962,36.1448413,-5.3532676,2,Grands Casemates Square (684),a
963,36.1476267,-5.3599959,2,North Mole (921),a
964,36.1476087,-5.3599994,2,North Mole (923),a
965,36.1474051,-5.3600595,2,North Mole (924),a
966,36.1471504,-5.3601382,2,North Mole (925),a
967,36.1471603,-5.3557465,2,Waterport Road (242),a
968,36.1475938,-5.3571085,2,Waterport Road (233),a
969,36.1475271,-5.3567599,2,Waterport Road (234),a
970,36.1474666,-5.3564759,2,Waterport Road (235),a
971,36.1474279,-5.3562842,2,Waterport Road (236),a
972,36.1473878,-5.3561729,2,Waterport Road (237),a
973,36.1473213,-5.3559725,2,Waterport Road (239),a
974,36.1472832,-5.3559023,2,Waterport Road (240),a
975,36.1468628,-5.3553882,2,Waterport Road (243),a
976,36.1473638,-5.3558812,2,Waterport Road (261),a
977,36.1473862,-5.3559128,2,Waterport Road (262),a
978,36.147416,-5.3559927,2,Waterport Road (264),a
979,36.1468628,-5.3553882,2,Varyl Begg Estate (293),a
980,36.1468378,-5.3555288,2,Varyl Begg Estate (294),a
981,36.1468243,-5.3556555,2,Varyl Begg Estate (295),a
982,36.1472527,-5.3575871,2,Varyl Begg Estate (323),a
983,36.1475938,-5.3571085,2,Varyl Begg Estate (326),a
984,36.147516,-5.3535983,2,Ocean Village Promenade (093),a
985,36.1476055,-5.3559966,2,Ocean Village Promenade (099),a
986,36.147795,-5.3589746,2,Europort Avenue (067),a
987,36.1476774,-5.3590189,2,Europort Avenue (068),a
988,36.1475057,-5.3591109,2,Europort Avenue (071),a
989,36.1474509,-5.3591534,2,Europort Avenue (072),a
990,36.147887,-5.3589749,2,Europort Avenue (085),a
991,36.1478573,-5.3589699,2,Europort Avenue (086),a
992,36.1474314,-5.3591147,2,Europort Avenue (106),a
993,36.1476003,-5.3590034,2,Europort Avenue (109),a
994,36.1476753,-5.3589702,2,Europort Avenue (111),a
995,36.1477602,-5.3589402,2,Europort Avenue (112),a
996,36.1470022,-5.3594962,2,Europort Avenue (128),a
997,36.146976,-5.3595088,2,Europort Avenue (129),a
998,36.1469089,-5.359535,2,Europort Avenue (130),a
999,36.1468488,-5.3595511,2,Europort Avenue (132),a
1000,36.146791,-5.3595617,2,Europort Avenue (134),a
1001,36.147239,-5.3593426,2,Europort Avenue (154),a
1002,36.1470909,-5.359446,2,Europort Avenue (157),a
1003,36.1469184,-5.3594684,2,Europort Avenue (163),a
1004,36.1471171,-5.3593765,2,Europort Avenue (168),a
1005,36.147157,-5.3593501,2,Europort Avenue (169),a
1006,36.1471925,-5.3593233,2,Europort Avenue (170),a
1007,36.1472471,-5.3592772,2,Europort Avenue (171),a
1008,36.1473045,-5.3592283,2,Europort Avenue (172),a
1009,36.1473625,-5.3591769,2,Europort Avenue (173),a
1010,36.147406,-5.3591377,2,Europort Avenue (174),a
1011,36.1474434,-5.3575512,2,Sir William Jackson Grove (321),a
1012,36.1475789,-5.3575462,2,Sir William Jackson Grove (322),a
1013,36.1474089,-5.3591284,2,Sir William Jackson Grove (326),a
1014,36.1464321,-5.3595261,2,Harbour Views Road (959),a
1015,36.1464153,-5.3596613,2,Harbour Views Road (961),a
1016,36.1463707,-5.3611788,2,Harbour Views Road (963),a
1017,36.1463639,-5.3612119,2,Harbour Views Road (964),a
1018,36.1463519,-5.3612518,2,Harbour Views Road (965),a
1019,36.1462798,-5.3613323,2,Harbour Views Road (970),a
1020,36.1462048,-5.3613549,2,Harbour Views Road (973),a
1021,36.1456268,-5.3613352,2,Harbour Views Road (978),a
1022,36.1454897,-5.3613342,2,Harbour Views Road (980),a
1023,36.14531,-5.3613299,2,Harbour Views Road (981),a
1024,36.1449518,-5.3612262,2,Harbour Views Road (985),a
1025,36.1449515,-5.3610274,2,Westside Road (987),a
1026,36.1460094,-5.3543815,2,Devil's Tongue Road (408),a
1027,36.1459572,-5.3544497,2,Devil's Tongue Road (409),a
1028,36.1458323,-5.3546028,2,Devil's Tongue Road (411),a
1029,36.1458093,-5.3546294,2,Devil's Tongue Road (412),a
1030,36.1457671,-5.354679,2,Devil's Tongue Road (413),a
1031,36.1457073,-5.3547435,2,Devil's Tongue Road (414),a
1032,36.1457073,-5.3547435,2,Devil's Tongue Road (421),a
1033,36.1457073,-5.3547435,2,Devil's Tongue Road (422),a
1034,36.1457085,-5.3554795,2,Montagu Gardens (189),a
1035,36.1457205,-5.3554975,2,Montagu Gardens (190),a
1036,36.1457331,-5.3564228,2,Montagu Gardens (195),a
1037,36.1456887,-5.3564619,2,Montagu Gardens (196),a
1038,36.1455898,-5.356524,2,Montagu Gardens (197),a
1039,36.1458734,-5.3541907,2,Waterport Road (246),a
1040,36.1458516,-5.3541471,2,Waterport Road (247),a
1041,36.14583,-5.3541026,2,Waterport Road (248),a
1042,36.1458982,-5.353873,2,Waterport Road (255),a
1043,36.1459629,-5.3541422,2,Waterport Road (257),a
1044,36.1461444,-5.3544268,2,Waterport Road (259),a
1045,36.1462344,-5.3545355,2,Waterport Road (260),a
1046,36.1455298,-5.3587929,2,Varyl Begg Estate (269),a
1047,36.1458178,-5.3588204,2,Varyl Begg Estate (274),a
1048,36.1457965,-5.3588468,2,Varyl Begg Estate (276),a
1049,36.1459852,-5.358624,2,Varyl Begg Estate (278),a
1050,36.1460393,-5.3585619,2,Varyl Begg Estate (280),a
1051,36.1463211,-5.3582279,2,Varyl Begg Estate (281),a
1052,36.1465533,-5.3579482,2,Varyl Begg Estate (283),a
1053,36.1467111,-5.3574689,2,Varyl Begg Estate (285),a
1054,36.1462509,-5.3568741,2,Varyl Begg Estate (287),a
1055,36.1462132,-5.3568129,2,Varyl Begg Estate (288),a
1056,36.1461508,-5.3566719,2,Varyl Begg Estate (290),a
1057,36.1461189,-5.3566128,2,Varyl Begg Estate (292),a
1058,36.1467635,-5.3557809,2,Varyl Begg Estate (296),a
1059,36.1467021,-5.355859,2,Varyl Begg Estate (297),a
1060,36.1463286,-5.3563335,2,Varyl Begg Estate (298),a
1061,36.1461189,-5.3566128,2,Varyl Begg Estate (299),a
1062,36.1456313,-5.357195,2,Varyl Begg Estate (303),a
1063,36.1455287,-5.3573157,2,Varyl Begg Estate (304),a
1064,36.1454276,-5.3569241,2,Varyl Begg Estate (329),a
1065,36.1456313,-5.357195,2,Varyl Begg Estate (330),a
1066,36.1467887,-5.3541987,2,Ocean Village Promenade (095),a
1067,36.1460153,-5.3534769,2,Glacis Road (941),a
1068,36.1460153,-5.3534769,2,Glacis Road (955),a
1069,36.1459407,-5.3536801,2,Glacis Road (956),a
1070,36.1462286,-5.352815,2,Corral Road (996),a
1071,36.1462014,-5.352859,2,Corral Road (997),a
1072,36.1453527,-5.3587932,2,Europort Avenue (045),a
1073,36.1455303,-5.3589926,2,Europort Avenue (047),a
1074,36.1452168,-5.3587977,2,Europort Avenue (049),a
1075,36.1451667,-5.3587894,2,Europort Avenue (051),a
1076,36.1455944,-5.358951,2,Europort Avenue (089),a
1077,36.1456758,-5.3590007,2,Europort Avenue (090),a
1078,36.1457768,-5.3590604,2,Europort Avenue (091),a
1079,36.14589,-5.35913,2,Europort Avenue (092),a
1080,36.1459883,-5.3591909,2,Europort Avenue (093),a
1081,36.1460294,-5.3592202,2,Europort Avenue (094),a
1082,36.1457394,-5.3591235,2,Europort Avenue (095),a
1083,36.1460294,-5.3592202,2,Europort Avenue (097),a
1084,36.1462765,-5.3593737,2,Europort Avenue (101),a
1085,36.1463677,-5.3594227,2,Europort Avenue (102),a
1086,36.1456412,-5.3590621,2,Europort Avenue (103),a
1087,36.1455303,-5.3589926,2,Europort Avenue (104),a
1088,36.1466253,-5.3595646,2,Europort Avenue (137),a
1089,36.1464927,-5.3595424,2,Europort Avenue (139),a
1090,36.1464321,-5.3595261,2,Europort Avenue (140),a
1091,36.1463496,-5.3594901,2,Europort Avenue (141),a
1092,36.1462569,-5.3594446,2,Europort Avenue (142),a
1093,36.1458473,-5.3591886,2,Europort Avenue (145),a
1094,36.1463677,-5.3594227,2,Europort Avenue (147),a
1095,36.1465224,-5.3594837,2,Europort Avenue (149),a
1096,36.1465943,-5.359498,2,Europort Avenue (150),a
1097,36.1467132,-5.3595059,2,Europort Avenue (152),a
1098,36.1467132,-5.3595059,2,Europort Avenue (159),a
1099,36.1461444,-5.3544268,2,Ocean Village (239),a
1100,36.1460294,-5.3592202,2,Sir William Jackson Grove (320),a
1101,36.1441106,-5.3544389,2,Fishmarket Lane (812),a
1102,36.1458197,-5.3540768,2,Waterport Road (249),a
1103,36.144712,-5.3537213,2,Line Wall Road (692),a
1104,36.147665,-5.3534775,2,Ocean Village Promenade (092),a
1105,36.1452482,-5.3587311,2,Europort Avenue (044),a
1106,36.14519,-5.3587911,2,Europort Avenue (050),a
1107,36.1470022,-5.3594962,2,Europort Avenue (158),a
1108,36.1482231,-5.360147,2,North Mole Road (374),a
1109,36.147412,-5.3591322,2,Sir William Jackson Grove (327),a
1110,36.1479159,-5.3599948,2,North Mole (919),a
1111,36.1460153,-5.3534769,2,Glacis Road (942),a
1112,36.1480894,-5.3589676,2,Mons Calpe Road (006),a
1113,36.1446036,-5.3579593,2,Varyl Begg Estate (317),a
1114,36.1445273,-5.3531309,2,Casemates Ramp (736),a
1115,36.1455102,-5.358896,2,Europort Avenue (088),a
1116,36.1468561,-5.3595493,2,Europort Avenue (131),a
1117,36.1436608,-5.3612562,2,Harbour Views Road (949),a
1118,36.144527,-5.3532175,2,Casemates Ramp (730),a
1119,36.1448087,-5.3613163,2,Harbour Views Road (956),a
1120,36.1462582,-5.3613425,2,Harbour Views Road (971),a
1121,36.145094,-5.3578855,2,Varyl Begg Estate (311),a
1122,36.1475622,-5.3590727,2,Europort Avenue (070),a
1123,36.1457394,-5.3591235,2,Europort Avenue (146),a
1124,36.1483471,-5.3613666,2,North Mole Road (383),a
1125,36.1435973,-5.3599689,2,Harbour Views Road (937),a
1126,36.1454952,-5.3553937,2,Montagu Gardens (187),a
1127,36.1468289,-5.3576212,2,Varyl Begg Estate (284),a
1128,36.1478488,-5.3589097,2,Europort Avenue (083),a
1129,36.1492098,-5.3610083,2,Mons Calpe Road (712),a
1130,36.1445657,-5.3532231,2,Casemates Ramp (746),a
1131,36.1481603,-5.3588773,2,Mons Calpe Road (007),a
1132,36.1490678,-5.3588565,2,Mons Calpe Road (365),a
1133,36.1469892,-5.3594446,2,Europort Avenue (164),a
1134,36.1435813,-5.361127,2,Harbour Views Road (943),a
1135,36.1449518,-5.3612262,2,Harbour Views Road (958),a
1136,36.1463177,-5.3613051,2,Harbour Views Road (968),a
1137,36.1463017,-5.3613188,2,Harbour Views Road (969),a
1138,36.1451911,-5.3550811,2,Queensway (033),a
1139,36.1455149,-5.3543636,2,Queensway (053),a
1140,36.1453718,-5.3547931,2,Devil's Tongue Road (415),a
1141,36.1451126,-5.3546524,2,Fishmarket Lane (820),a
1142,36.1441141,-5.3570787,2,Montagu Gardens (180),a
1143,36.1451686,-5.356995,2,Montagu Gardens (199),a
1144,36.1445645,-5.3569813,2,Montagu Gardens (217),a
1145,36.1473541,-5.356042,2,Waterport Road (238),a
1146,36.1462951,-5.3569313,2,Varyl Begg Estate (286),a
1147,36.1456466,-5.3533312,2,Corral Road (004),a
1148,36.1455244,-5.3534361,2,Corral Road (009),a
1149,36.1476143,-5.3589958,2,Europort Avenue (110),a
1150,36.1464318,-5.3595032,2,Europort Avenue (008),a
1151,36.146426,-5.359489,2,Europort Avenue (009),a
1152,36.1462358,-5.3593762,2,Europort Avenue (012),a
1153,36.1492014,-5.36083,2,Mons Calpe Road (711),a
1154,36.1457835,-5.3539741,2,Waterport Road (250),a
1155,36.1491325,-5.3589582,2,Mons Calpe Road (706),a
1156,36.1491286,-5.3606094,2,Mons Calpe Road (707),a
1157,36.1491998,-5.3612978,2,Mons Calpe Road (717),a
1158,36.1491585,-5.3613796,2,Mons Calpe Road (380),a
1159,36.1432977,-5.3546502,2,Fishmarket Lane (809),a
1160,36.143812,-5.3578249,2,Montagu Gardens (177),a
1161,36.1438004,-5.3577751,2,Montagu Gardens (178),a
1162,36.1453299,-5.3575557,2,Varyl Begg Estate (335),a
1163,36.1452858,-5.355167,2,Montagu Gardens (231),a
1164,36.1491168,-5.3589016,2,Mons Calpe Road (715),a
1165,36.1490903,-5.365043,2,Mons Calpe Road (025),a
1166,36.1446333,-5.3613125,2,Harbour Views Road (955),a
1167,36.1448746,-5.3612886,2,Harbour Views Road (957),a
1168,36.1440108,-5.3548714,2,Queensway (047),a
1169,36.1444413,-5.3570149,2,Montagu Gardens (181),a
1170,36.1448544,-5.3583499,2,Varyl Begg Estate (320),a
1171,36.1457853,-5.3539305,2,Waterport Road (251),a
1172,36.1445799,-5.3531366,2,Casemates Ramp (740),a
1173,36.1434979,-5.3564926,2,Europort Avenue (061),a
1174,36.1474228,-5.3591778,2,Europort Avenue (073),a
1175,36.147795,-5.3589746,2,Europort Avenue (087),a
1176,36.1465619,-5.3595571,2,Europort Avenue (138),a
1177,36.1460023,-5.3592842,2,Europort Avenue (144),a
1178,36.1471441,-5.3594131,2,Europort Avenue (156),a
1179,36.1435997,-5.3611866,2,Harbour Views Road (945),a
1180,36.1459023,-5.3613478,2,Harbour Views Road (976),a
1181,36.1468656,-5.3541257,2,Ocean Village Promenade (094),a
1182,36.1472915,-5.3592914,2,Europort Avenue (153),a
1183,36.1448413,-5.3532676,2,Grands Casemates Square (665),a
1184,36.1490929,-5.3649089,2,Mons Calpe Road (026),a
1185,36.1464235,-5.3595816,2,Harbour Views Road (960),a
1186,36.1463732,-5.361157,2,Harbour Views Road (962),a
1187,36.1437786,-5.357186,2,Montagu Gardens (179),a
1188,36.1472915,-5.3592914,2,Europort Avenue (074),a
1189,36.1475317,-5.3590432,2,Europort Avenue (108),a
1190,36.1468478,-5.359489,2,Europort Avenue (162),a
1191,36.1473196,-5.3590303,2,Sir William Jackson Grove (324),a
1192,36.1459378,-5.356829,2,Varyl Begg Estate (300),a
1193,36.1440094,-5.3579161,2,Montagu Gardens (206),a
1194,36.1442979,-5.3548325,2,Queensway (041),a
1195,36.1452773,-5.3550363,2,Queensway (056),a
1196,36.1433303,-5.3551879,2,Queensway (092),a
1197,36.1486926,-5.3588213,2,Mons Calpe Road (359),a
1198,36.1446672,-5.3555022,2,Montagu Gardens (225),a
1199,36.1442522,-5.3540431,2,Line Wall Road (697),a
1200,36.1445392,-5.3532245,2,Casemates Ramp (729),a
1201,36.1445105,-5.3531587,2,Casemates Ramp (734),a
1202,36.1467719,-5.3595031,2,Europort Avenue (160),a
1203,36.1477635,-5.3584901,2,Sir William Jackson Grove (323),a
1204,36.1442732,-5.3544534,2,Fishmarket Lane (814),a
1205,36.1460818,-5.3543569,2,Waterport Road (258),a
1206,36.1457972,-5.3569968,2,Varyl Begg Estate (302),a
1207,36.1451896,-5.357733,2,Varyl Begg Estate (307),a
1208,36.1445394,-5.3580286,2,Varyl Begg Estate (316),a
1209,36.1445086,-5.3531751,2,Casemates Ramp (733),a
1210,36.1458412,-5.353169,2,Corral Road (998),a
1211,36.1476116,-5.3590454,2,Europort Avenue (069),a
1212,36.1432374,-5.3554356,2,EuroportAvenue (640),a
1213,36.1435736,-5.3610598,2,Harbour Views Road (942),a
1214,36.143409,-5.3547795,2,Fishmarket Lane (811),a
1215,36.1454713,-5.3553669,2,Montagu Gardens (186),a
1216,36.1439267,-5.3578654,2,Montagu Gardens (209),a
1217,36.1461376,-5.3566549,2,Varyl Begg Estate (291),a
1218,36.1442579,-5.3582794,2,Europort Avenue (076),a
1219,36.1441192,-5.3582579,2,Europort Avenue (079),a
1220,36.1474817,-5.3590769,2,Europort Avenue (107),a
1221,36.1464701,-5.3540035,2,Ocean Village (240),a
1222,36.1450373,-5.3613169,2,Harbour Views Road (983),a
1223,36.1453048,-5.3529592,2,Grands Casemates Square (680),a
1224,36.1439789,-5.3579088,2,Montagu Gardens (207),a
1225,36.1459177,-5.3539512,2,Waterport Road (256),a
1226,36.1452776,-5.3584919,2,Varyl Begg Estate (268),a
1227,36.1467352,-5.3595672,2,Europort Avenue (135),a
1228,36.1451706,-5.3530785,2,Grands Casemates Square (682),a
1229,36.149165,-5.3607034,2,Mons Calpe Road (710),a
1230,36.147412,-5.3591322,2,Europort Avenue (105),a
1231,36.1436312,-5.358406,2,Harbour Views Road (929),a
1232,36.1436247,-5.3587076,2,Harbour Views Road (931),a
1233,36.1436239,-5.3587426,2,Harbour Views Road (932),a
1234,36.1436078,-5.3594862,2,Harbour Views Road (936),a
1235,36.1435955,-5.3600525,2,Harbour Views Road (938),a
1236,36.1435899,-5.3603086,2,Harbour Views Road (939),a
1237,36.1435806,-5.3607358,2,Harbour Views Road (941),a
1238,36.1435882,-5.3611556,2,Harbour Views Road (944),a
1239,36.1436106,-5.3612068,2,Harbour Views Road (946),a
1240,36.1436278,-5.3612266,2,Harbour Views Road (947),a
1241,36.1436457,-5.3612439,2,Harbour Views Road (948),a
1242,36.1436758,-5.3612656,2,Harbour Views Road (950),a
1243,36.1436907,-5.3612721,2,Harbour Views Road (951),a
1244,36.1437252,-5.3612772,2,Harbour Views Road (953),a
1245,36.1434997,-5.358238,2,Europort Road (991),a
1246,36.1432699,-5.3582287,2,Europort Road (992),a
1247,36.1439036,-5.3549195,2,Queensway (048),a
1248,36.1437444,-5.354996,2,Queensway (049),a
1249,36.1432538,-5.3552298,2,Queensway (059),a
1250,36.1432538,-5.3552298,2,Queensway (093),a
1251,36.1432709,-5.3546322,2,Fishmarket Lane (808),a
1252,36.1439336,-5.3578783,2,Montagu Gardens (208),a
1253,36.1439257,-5.3574339,2,Montagu Gardens (211),a
1254,36.1439677,-5.3573992,2,Montagu Gardens (212),a
1255,36.1438867,-5.3541416,2,Line Wall Road (700),a
1256,36.1438867,-5.3541416,2,Line Wall Road (724),a
1257,36.1436374,-5.3580832,2,Europort Avenue (055),a
1258,36.1436405,-5.357812,2,Europort Avenue (056),a
1259,36.1436405,-5.3574247,2,Europort Avenue (057),a
1260,36.1436025,-5.3570815,2,Europort Avenue (058),a
1261,36.1435533,-5.3567444,2,Europort Avenue (059),a
1262,36.1435462,-5.3567119,2,Europort Avenue (060),a
1263,36.1433446,-5.3558732,2,Europort Avenue (062),a
1264,36.1432709,-5.3555557,2,Europort Avenue (063),a
1265,36.1438452,-5.3582838,2,Europort Avenue (080),a
1266,36.1437417,-5.3583279,2,Europort Avenue (081),a
1267,36.143743,-5.3581638,2,Europort Avenue (117),a
1268,36.1435274,-5.3532031,2,Main Street (419),a
1269,36.1432479,-5.3549134,2,Reclamation Road (534),a
1270,36.1433303,-5.3551879,2,Reclamation Road (535),a
1271,36.1491506,-5.36187,2,Mons Calpe Road (927),a
1272,36.1464627,-5.3539512,2,Ocean Village (241),a
1273,36.1432374,-5.3554356,2,Europort Avenue (064),a
1274,36.1432353,-5.3553419,2,Europort Avenue (065),a
1275,36.1433783,-5.3551656,2,Queensway (853),a
1276,36.1433303,-5.3551879,2,Queensway (050),a
1277,36.146236,-5.3532754,2,Glacis Road (943),a
1278,36.1454622,-5.3532474,2,Market Place (115),a
1279,36.1454147,-5.3529738,2,Smith Dorrien Avenue (795),a
1280,36.1482582,-5.3588168,2,Mons Calpe Road (357),a
1281,36.1482168,-5.3588274,2,Mons Calpe Road (356),a
1282,36.1483262,-5.358806,2,Mons Calpe Road (358),a
1283,36.1488843,-5.3588355,2,Mons Calpe Road (360),a
1284,36.1489812,-5.358845,2,Mons Calpe Road (361),a
1285,36.1490279,-5.3588496,2,Mons Calpe Road (362),a
1286,36.1490772,-5.3588606,2,Mons Calpe Road (366),a
1287,36.1483471,-5.3613666,2,Emerson's Place (406),a
1288,36.1491585,-5.3613796,2,Emerson's Place (407),a
1289,36.1454487,-5.3529441,2,Smith Dorrien Avenue (794),a
1290,36.1445544,-5.3531223,2,Casemates Ramp (738),a
1291,36.1443569,-5.3572101,2,Montagu Gardens (215),a
1292,36.1448805,-5.3535012,2,Smith Dorrien Avenue (644),a
1293,36.1465981,-5.3529448,2,Glacis Road (944),a
1294,36.1475177,-5.3529708,2,Ocean Village Promenade (091),a
1295,36.1469241,-5.3534126,2,Ocean Village (246),a
1296,36.1483128,-5.3656838,2,North Mole Road (400),a
1297,36.1483281,-5.3656387,2,North Mole Road (399),a
1298,36.1482931,-5.3657145,2,North Mole Road (401),a
1299,36.1490903,-5.365043,2,Mons Calpe Road (025),a
1300,36.1482319,-5.3657686,2,North Mole Road (402),a
1301,36.1483359,-5.3656015,2,North Mole Road (398),a
1302,36.1483394,-5.3655312,2,North Mole Road (397),a
1303,36.1414503,-5.3400443,2,Sir Herbert Road (439),a
1304,36.1358687,-5.3409208,2,Sir Herbert Road (611),a
1305,36.1341122,-5.3410473,2,Sir Herbert Road (503),a
1306,36.1336941,-5.3410412,2,Sir Herbert Road (510),a
1307,36.1410052,-5.3403786,2,Catalan Bay Road (042),a
1308,36.140974,-5.3403511,2,Catalan Bay Road (044),a
1309,36.1401651,-5.3411528,2,Sir Herbert Road (543),a
1310,36.140639,-5.3404492,2,Catalan Bay Road (047),a
1311,36.1351235,-5.3409567,2,Sir Herbert Road (497),a
1312,36.1338844,-5.3410767,2,Sir Herbert Road (506),a
1313,36.1367592,-5.3409888,2,Sir Herbert Road (603),a
1314,36.1327995,-5.3411183,2,Sir Herbert Road (524),a
1315,36.1370862,-5.3410279,2,Sir Herbert Road (598),a
1316,36.1364807,-5.3410274,2,Sir Herbert Road (605),a
1317,36.1357426,-5.3409037,2,Sir Herbert Road (613),a
1318,36.138744,-5.3412464,2,Catalan Bay Road (058),a
1319,36.1332287,-5.3410027,2,Sir Herbert Road (519),a
1320,36.1349164,-5.3409495,2,Sir Herbert Road (499),a
1321,36.141685,-5.3399588,2,Sir Herbert Road (437),a
1322,36.1401792,-5.3407636,2,Catalan Bay Road (053),a
1323,36.1405631,-5.3404862,2,Catalan Bay Road (048),a
1324,36.1375635,-5.3413669,2,Sir Herbert Road (592),a
1325,36.1421936,-5.339897,2,Sir Herbert Road (433),a
1326,36.1368461,-5.3409897,2,Sir Herbert Road (601),a
1327,36.1409444,-5.340342,2,Catalan Bay Road (045),a
1328,36.141949,-5.339906,2,Sir Herbert Road (328),a
1329,36.1418319,-5.3399233,2,Sir Herbert Road (436),a
1330,36.1413479,-5.3400966,2,Sir Herbert Road (440),a
1331,36.1401651,-5.3411528,2,Sir Herbert Road (443),a
1332,36.1334825,-5.3410074,2,Sir Herbert Road (515),a
1333,36.1428451,-5.33993,2,Sir Herbert Road (431),a
1334,36.1328716,-5.3410859,2,Sir Herbert Road (523),a
1335,36.1322981,-5.3414433,2,Sir Herbert Road (529),a
1336,36.1359476,-5.3409416,2,Sir Herbert Road (610),a
1337,36.1336107,-5.3410212,2,Sir Herbert Road (512),a
1338,36.1323876,-5.3413863,2,Sir Herbert Road (528),a
1339,36.1366449,-5.3410034,2,Sir Herbert Road (604),a
1340,36.1415635,-5.3399988,2,Sir Herbert Road (438),a
1341,36.1426043,-5.3399155,2,Sir Herbert Road (432),a
1342,36.1420707,-5.3398956,2,Sir Herbert Road (434),a
1343,36.141964,-5.3399038,2,Sir Herbert Road (435),a
1344,36.1412363,-5.340177,2,Sir Herbert Road (441),a
1345,36.1409937,-5.3403633,2,Catalan Bay Road (043),a
1346,36.1409438,-5.3403394,2,Catalan Bay Road (046),a
1347,36.1405141,-5.3405172,2,Catalan Bay Road (049),a
1348,36.1404558,-5.3405609,2,Catalan Bay Road (050),a
1349,36.1403713,-5.340628,2,Catalan Bay Road (051),a
1350,36.1402416,-5.3407255,2,Catalan Bay Road (052),a
1351,36.1400623,-5.3408255,2,Catalan Bay Road (054),a
1352,36.1392248,-5.3411863,2,Catalan Bay Road (056),a
1353,36.1380778,-5.341785,2,Sir Herbert Road (590),a
1354,36.1376649,-5.3414583,2,Sir Herbert Road (591),a
1355,36.1332984,-5.3409981,2,Sir Herbert Road (518),a
1356,36.1374005,-5.3412051,2,Sir Herbert Road (594),a
1357,36.1396095,-5.3410512,2,Catalan Bay Road (055),a
1358,36.1391082,-5.3412102,2,Catalan Bay Road (057),a
1359,36.1349164,-5.3409495,2,Sir Herbert Road (498),a
1360,36.1337276,-5.3410505,2,Sir Herbert Road (509),a
1361,36.1361934,-5.3410031,2,Sir Herbert Road (609),a
1362,36.1372437,-5.3410945,2,Sir Herbert Road (596),a
1363,36.1371658,-5.3410565,2,Sir Herbert Road (597),a
1364,36.1369788,-5.3410044,2,Sir Herbert Road (599),a
1365,36.1368977,-5.3409923,2,Sir Herbert Road (600),a
1366,36.1364152,-5.3410317,2,Sir Herbert Road (606),a
1367,36.1363527,-5.3410311,2,Sir Herbert Road (607),a
1368,36.135806,-5.340909,2,Sir Herbert Road (612),a
1369,36.1353209,-5.3409465,2,Sir Herbert Road (616),a
1370,36.1347579,-5.3409472,2,Sir Herbert Road (500),a
1371,36.13459,-5.3409595,2,Sir Herbert Road (501),a
1372,36.1344257,-5.3409826,2,Sir Herbert Road (502),a
1373,36.1339902,-5.341069,2,Sir Herbert Road (504),a
1374,36.1339354,-5.3410767,2,Sir Herbert Road (505),a
1375,36.1338409,-5.3410751,2,Sir Herbert Road (507),a
